faa,name,lon,lat,tzone
EHM,Cape Newenham Lrrs,-162.062778,58.646428,America/Anchorage
EIL,Eielson Afb,-147.1015,64.665667,America/Anchorage
EKI,Elkhart Municipal,-86.003333,41.719444,America/New_York
EKN,Elkins Randolph Co Jennings Randolph,-79.857139,38.889444,America/New_York
EKO,Elko Regional Airport,-115.792,40.8249,America/Los_Angeles
EKY,Bessemer,-86.5558,33.1876,America/Chicago
ELD,South Arkansas Rgnl At Goodwin Fld,-92.813278,33.220972,America/Chicago
ELI,Elim Airport,-162.270556,64.615,America/Anchorage
ELM,Elmira Corning Rgnl,-76.891611,42.159889,America/New_York
ELP,El Paso Intl,-106.377583,31.80725,America/Denver
ELV,Elfin Cove Seaplane Base,-136.3475,58.195278,America/Anchorage
ELY,Ely Airport,-114.841944,39.299722,America/Los_Angeles
EMK,Emmonak Airport,-164.490833,62.786111,America/Anchorage
EMP,Emporia Municipal Airport,-96.1912,38.3321,America/Chicago
ENA,Kenai Muni,-151.245,60.573111,America/Anchorage
END,Vance Afb,-97.9165,36.339167,America/Chicago
ENV,Wendover,-114.030889,40.718694,America/Denver
ENW,Kenosha Regional Airport,-87.9278056,42.5956944,America/Chicago
EOK,Keokuk Municipal Airport,-91.4285011,40.4599078,America/Chicago
EPM,Eastport Municipal Airport,-67.0126944,44.9101111,America/New_York
EQY,Monroe Reqional Airport,-80.62001,35.01833,America/New_York
ERI,Erie Intl Tom Ridge Fld,-80.176217,42.082022,America/New_York
ERV,Kerrville Municipal Airport,-99.0854722,29.9766667,America/Chicago
ERY,Luce County Airport,-85.457298,46.311199,America/New_York
ESC,Delta County Airport,-87.093611,45.722778,America/New_York
ESD,Orcas Island Airport,-122.910556,48.708056,America/Los_Angeles
ESF,Esler Rgnl,-92.295772,31.394903,America/Chicago
ESN,Easton-Newnam Field Airport,-76.069,38.8041667,America/New_York
EUF,Weedon Field,-85.0774,31.5708,America/Chicago
EUG,Mahlon Sweet Fld,-123.211972,44.124583,America/Los_Angeles
EVV,Evansville Regional,-87.532364,38.036997,America/Chicago
EVW,Evanston-Uinta CO Burns Fld,-111.0208,41.1649,America/Denver
EWB,New Bedford Regional Airport,-70.9569,41.6761,America/New_York
EWK,Newton City-County Airport,-97.2752278,38.0570785,America/Chicago
EWN,Craven Co Rgnl,-77.042944,35.072972,America/New_York
EWR,Newark Liberty Intl,-74.168667,40.6925,America/New_York
EXI,Excursion Inlet Seaplane Base,-135.449167,58.420556,America/Anchorage
EYW,Key West Intl,-81.759556,24.556111,America/New_York
F57,Seaplane Base,-81.7628056,28.0575,America/New_York
FAF,Felker Aaf,-76.608841,37.1325,America/New_York
FAI,Fairbanks Intl,-147.856267,64.815114,America/Anchorage
FAR,Hector International Airport,-96.8157639,46.92065,America/Chicago
FAT,Fresno Yosemite Intl,-119.71814,36.776194,America/Los_Angeles
FAY,Fayetteville Regional Grannis Field,-78.8803,34.9912,America/New_York
FBG,Fredericksburg Amtrak Station,-77.456875,38.298416,America/New_York
FBK,Ladd Aaf,-147.614444,64.8375,America/Anchorage
FBR,Fort Bridger,-110.2436,41.236,America/Denver
FBS,Friday Harbor Seaplane Base,-123.009722,48.537222,America/Los_Angeles
FCA,Glacier Park Intl,-114.256,48.310472,America/Denver
FCM,Flying Cloud Airport,-93.2726,44.4938,America/Chicago
FCS,Butts Aaf,-104.756581,38.678394,America/Denver
FDW,Fairfield County Airport,-81.108806,34.315472,America/New_York
FDY,Findlay Airport,-83.6686111,41.0120278,America/New_York
FFA,First Flight Airport,-75.67,36.02,America/New_York
FFC,Atlanta Regional Airport - Falcon Field,-84.5718333,33.35725,America/New_York
FFO,Wright Patterson Afb,-84.048332,39.826111,America/New_York
FFT,Capital City Airport,-84.9061389,38.1819722,America/New_York
FFZ,Mesa Falcon Field,-111.727996826172,33.4608001708984,America/Phoenix
FHU,Sierra Vista Muni Libby Aaf,-110.344389,31.588472,America/Phoenix
FIT,Fitchburg Municipal Airport,-71.7589722,42.5541111,America/New_York
FKL,Franklin,-79.860362,41.377874,America/New_York
FLD,Fond Du Lac County Airport,-88.4884167,43.7711667,America/Chicago
FLG,Flagstaff Pulliam Airport,-111.6692392,35.140318,America/Phoenix
FLL,Fort Lauderdale Hollywood Intl,-80.15275,26.072583,America/New_York
FLO,Florence Rgnl,-79.723889,34.185361,America/New_York
FLV,Sherman Aaf,-94.914686,39.368332,America/Chicago
FME,Tipton,-76.759414,39.085386,America/New_York
FMH,Otis Angb,-70.521417,41.658439,America/New_York
FMN,Four Corners Rgnl,-108.229944,36.74125,America/Denver
FMY,Page Fld,-81.86325,26.586611,America/New_York
FNL,Fort Collins Loveland Muni,-105.011336,40.451828,America/Denver
FNR,Funter Bay Seaplane Base,-134.897778,58.254444,America/Anchorage
FNT,Bishop International,-83.743629,42.965424,America/New_York
FOD,Fort Dodge Rgnl,-94.191842,42.5512,America/Chicago
FOE,Forbes Fld,-95.663611,38.950944,America/Chicago
FOK,Francis S Gabreski,-72.631789,40.843656,America/New_York
FRD,Friday Harbor Airport,-123.024444,48.521944,America/Los_Angeles
FRI,Marshall Aaf,-96.764453,39.055275,America/Chicago
FRN,Bryant Ahp,-149.653119,61.266381,America/Anchorage
FRP,St Lucie County International Airport,-80.372638,27.497472,America/New_York
FSD,Sioux Falls,-96.741914,43.582014,America/Chicago
FSI,Henry Post Aaf,-98.402167,34.649833,America/Chicago
FSM,Fort Smith Rgnl,-94.367444,35.336583,America/Chicago
FST,Fort Stockton Pecos Co,-102.916139,30.915667,America/Chicago
FTK,Godman Aaf,-85.972106,37.907058,America/New_York
FTW,Fort Worth Meacham Intl,-97.362444,32.819778,America/Chicago
FTY,Fulton County Airport Brown Field,-84.5214,33.7791,America/New_York
FUL,Fullerton Municipal Airport,-117.584722,33.521925,America/Los_Angeles
FWA,Fort Wayne,-85.195139,40.978472,America/New_York
FXE,Fort Lauderdale Executive,-80.170706,26.197281,America/New_York
FYU,Fort Yukon,-145.250417,66.571492,America/Anchorage
FYV,Drake Fld,-94.170059,36.005094,America/Chicago
FZG,Fitzgerald Municipal Airport,-83.2709036,31.6839046,America/New_York
FZI,Fostoria Metropolitan Airport,-83.3930833,41.1908333,America/New_York
GAD,Northeast Alabama Regional Airport,-86.0890834,33.9726489,America/Chicago
GAI,Montgomery County Airpark,-77.09576,39.1006,America/New_York
GAL,Edward G Pitka Sr,-156.937417,64.736178,America/Anchorage
GAM,Gambell Airport,-171.733,63.7668,America/Anchorage
GBN,Great Bend Municipal,-98.859167,38.344167,America/Chicago
GCC,Gillette-Campbell County Airport,-105.5393611,44.3489167,America/Denver
GCK,Garden City Rgnl,-100.724417,37.927528,America/Chicago
GCN,Grand Canyon National Park Airport,-112.1469722,35.9523611,America/Phoenix
GCW,Grand Canyon West Airport,-113.4859,35.5925,America/Phoenix
GDV,Dawson Community Airport,-104.807222,47.138611,America/Denver
GDW,Gladwin Zettel Memorial Airport,-84.47502,43.9705893,America/New_York
GED,Sussex Co,-75.358889,38.689194,America/New_York
GEG,Spokane Intl,-117.533833,47.619861,America/Los_Angeles
GEU,Glendale Municipal Airport,-112.2951389,33.5269167,America/Phoenix
GFK,Grand Forks Intl,-97.176111,47.949256,America/Chicago
GFL,Floyd Bennett Memorial Airport,-73.610305,43.341222,America/New_York
GGE,Georgetown County Airport,-79.3203139,33.3114018,America/New_York
GGG,East Texas Rgnl,-94.711486,32.384014,America/Chicago
GGW,Wokal Field Glasgow International Airport,-106.615,48.2125,America/Denver
GHG,Marshfield Municipal Airport,-70.6721389,42.09825,America/New_York
GIF,Gilbert Airport,-81.753333,28.062778,America/New_York
GJT,Grand Junction Regional,-108.526735,39.122413,America/Denver
GKN,Gulkana,-145.456639,62.154888,America/Anchorage
GKY,Arlington Municipal,-97.0942778,32.6638611,America/Chicago
GLD,Renner Fld,-101.698992,39.370621,America/Denver
GLH,Mid Delta Regional Airport,-90.9856,33.4829,America/Chicago
GLS,Scholes Intl At Galveston,-94.860406,29.265322,America/Chicago
GLV,Golovin Airport,-163.007222,64.550556,America/Anchorage
GNT,Grants Milan Muni,-107.901989,35.167286,America/Denver
GNU,Goodnews Airport,-161.5775,59.1175,America/Anchorage
GNV,Gainesville Rgnl,-82.271778,29.690056,America/New_York
GON,Groton New London,-72.045139,41.330056,America/New_York
GPT,Gulfport-Biloxi,-89.070111,30.407278,America/Chicago
GPZ,Grand Rapids Itasca County,-93.509722,47.211111,America/Chicago
GQQ,Galion Municipal Airport,-82.7238056,40.7533889,America/New_York
GRB,Austin Straubel Intl,-88.129589,44.485072,America/Chicago
GRF,Gray Aaf,-122.580783,47.079217,America/Los_Angeles
GRI,Central Nebraska Regional Airport,-98.3096,40.9675,America/Chicago
GRK,Robert Gray Aaf,-97.828917,31.06725,America/Chicago
GRM,Grand Marais Cook County Airport,-90.3829444,47.8383333,America/Chicago
GRR,Gerald R Ford Intl,-85.522806,42.880833,America/New_York
GSB,Seymour Johnson Afb,-77.960589,35.339383,America/New_York
GSO,Piedmont Triad,-79.937306,36.09775,America/New_York
GSP,Greenville-Spartanburg International,-82.218889,34.895556,America/New_York
GST,Gustavus Airport,-135.707,58.4253,America/Anchorage
GTB,Wheeler Sack Aaf,-75.719458,44.055619,America/New_York
GTF,Great Falls Intl,-111.370689,47.482,America/Denver
GTR,Golden Triangle Regional Airport,-88.591361,33.450333,America/Chicago
GTU,Georgetown Municipal Airport,-97.6793837,30.678809,America/Chicago
GUC,Gunnison - Crested Butte,-106.933056,38.533889,America/Denver
GUP,Gallup Muni,-108.789308,35.511058,America/Denver
GUS,Grissom Arb,-86.152119,40.648094,America/New_York
GVL,Lee Gilmer Memorial Airport,-83.8302233,34.272627,America/New_York
GVQ,Genesee County Airport,-78.1696667,43.03175,America/New_York
GVT,Majors,-96.065333,33.067839,America/Chicago
GWO,Greenwood Leflore,-90.084706,33.494328,America/Chicago
GYY,Gary Chicago International Airport,-87.4128,41.6163,America/Chicago
HBG,Hattiesburg Bobby L. Chain Municipal Airport,-89.2528889,31.2649444,America/Chicago
HBR,Hobart Muni,-99.051353,34.991308,America/Chicago
HCC,Columbia County,-73.7103,42.2913,America/New_York
HCR,Holy Cross Airport,-159.775,62.1883,America/Anchorage
HDH,Dillingham,-158.197281,21.579475,Pacific/Honolulu
HDI,Hardwick Field Airport,-84.832369,35.2199994,America/New_York
HDN,Yampa Valley,-107.21766,40.481181,America/Denver
HDO,Hondo Municipal Airport,-99.1775,29.3591,America/Chicago
HFD,Hartford Brainard,-72.649444,41.736722,America/New_York
HGR,Hagerstown Regional Richard A Henson Field,-77.7295,39.7079,America/New_York
HHH,Hilton Head,-80.752,32.216,America/New_York
HHI,Wheeler Aaf,-158.039667,21.4835,Pacific/Honolulu
HHR,Jack Northrop Fld Hawthorne Muni,-118.335186,33.922839,America/Los_Angeles
HIB,Chisholm Hibbing,-92.838994,47.3866,America/Chicago
HIF,Hill Afb,-111.973039,41.123939,America/Denver
HII,Lake Havasu City Airport,-114.3582778,34.5711111,America/Phoenix
HIO,Portland Hillsboro,-122.949825,45.540394,America/Los_Angeles
HKB,Healy River Airport,-148.968889,63.8675,America/Anchorage
HKY,Hickory Rgnl,-81.38955,35.741147,America/New_York
HLG,Wheeling Ohio County Airport,-80.6463,40.175,America/New_York
HLN,Helena Rgnl,-111.98275,46.606806,America/Denver
HLR,Hood Aaf,-97.714469,31.138731,America/Chicago
HMN,Holloman Afb,-106.106525,32.852519,America/Denver
HNH,Hoonah Airport,-135.409722,58.096111,America/Anchorage
HNL,Honolulu Intl,-157.922428,21.318681,Pacific/Honolulu
HNM,Hana,-156.014439,20.795636,Pacific/Honolulu
HNS,Haines Airport,-135.524,59.2438,America/Anchorage
HOB,Lea Co Rgnl,-103.217028,32.687528,America/Denver
HOM,Homer,-151.476583,59.645556,America/Anchorage
HON,Huron Rgnl,-98.228542,44.3852,America/Chicago
HOP,Campbell Aaf,-87.496183,36.668567,America/Chicago
HOT,Memorial Field,-93.0962,34.478,America/Chicago
HOU,William P Hobby,-95.278889,29.645419,America/Chicago
HPB,Hooper Bay Airport,-166.147,61.5239,America/Anchorage
HPN,Westchester Co,-73.707575,41.066959,America/New_York
HQM,Bowerman Field,-123.9365556,46.9711944,America/Los_Angeles
HQU,McDuffie County Airport,-82.5169509,33.5297315,America/New_York
HRL,Valley Intl,-97.654389,26.2285,America/Chicago
HRO,Boone Co,-93.154728,36.261519,America/Chicago
HRT,Hurlburt Fld,-86.689278,30.427803,America/Chicago
HSH,Henderson Executive Airport,-115.134444,35.972778,America/Los_Angeles
HSL,Huslia Airport,-156.351389,65.697778,America/Anchorage
HST,Homestead Arb,-80.383567,25.48855,America/New_York
HSV,Huntsville International Airport-Carl T Jones Field,-86.7750556,34.6371944,America/Chicago
HTL,Roscommon Co,-84.671112,44.359806,America/New_York
HTS,Tri State Milton J Ferguson Field,-82.558,38.3667,America/New_York
HUA,Redstone Aaf,-86.684781,34.678653,America/Chicago
HUF,Terre Haute Intl Hulman Fld,-87.307561,39.451464,America/New_York
HUL,Houlton Intl,-67.792056,46.123083,America/New_York
HUS,Hughes Airport,-154.264722,66.039167,America/Anchorage
HUT,Hutchinson Municipal Airport,-97.8606,38.0655,America/Chicago
HVN,Tweed-New Haven Airport,-72.886806000000007,41.26375,America/New_York
HVR,Havre City Co,-109.762342,48.542983,America/Denver
HWD,Hayward Executive Airport,-122.12166666666666,37.65888888888889,America/Los_Angeles
HWO,North Perry,-80.240722,26.001222,America/New_York
HXD,Hilton Head Airport,-80.697472200000007,32.2243611,America/New_York
HYA,Barnstable Muni Boardman Polando Fld,-70.280356,41.669336,America/New_York
HYG,Hydaburg Seaplane Base,-132.828333,55.206389,America/Anchorage
HYL,Hollis Seaplane Base,-132.646111,55.481667,America/Anchorage
HYS,Hays Regional Airport,-99.2732,38.8422,America/Chicago
HZL,Hazleton Municipal,-76.0025,40.989167,America/New_York
IAB,Mc Connell Afb,-97.268192,37.621853,America/Chicago
IAD,Washington Dulles Intl,-77.455811,38.944533,America/New_York
IAG,Niagara Falls Intl,-78.946194,43.107333,America/New_York
IAH,George Bush Intercontinental,-95.341442,29.984433,America/Chicago
IAN,Bob Baker Memorial Airport,-160.436667,66.975833,America/Anchorage
ICT,Wichita Mid Continent,-97.433056,37.649944,America/Chicago
ICY,Icy Bay Airport,-141.661667,59.968889,America/Anchorage
IDA,Idaho Falls Rgnl,-112.07075,43.514556,America/Denver
IDL,Idlewild Intl,-73.778924,40.639751,America/New_York
IFP,Laughlin-Bullhead Intl,-114.56,35.1574,America/Phoenix
IGG,Igiugig Airport,-155.902,59.324,America/Anchorage
IGM,Kingman Airport,-113.938,35.2595,America/Phoenix
IGQ,Lansing Municipal,-87.5295278,41.5349167,America/Chicago
IJD,Windham Airport,-72.1802222,41.7440278,America/New_York
IKK,Greater Kankakee,-87.846278,41.071389,America/Chicago
IKO,Nikolski Air Station,-168.848889,52.941667,America/Anchorage
IKR,Kirtland Air Force Base,-106.609194,35.040222,America/Denver
IKV,Ankeny Regl Airport,-93.566389,41.691389,America/Chicago
ILG,New Castle,-75.606528,39.678722,America/New_York
ILI,Iliamna,-154.910961,59.754356,America/Anchorage
ILM,Wilmington Intl,-77.902569,34.270615,America/New_York
ILN,Wilmington Airborne Airpark,-83.792118,39.42792,America/New_York
IMM,Immokalee,-81.401389,26.433889,America/New_York
IMT,Ford Airport,-88.1145556,45.8183611,America/Chicago
IND,Indianapolis Intl,-86.294383,39.717331,America/New_York
INJ,Hillsboro Muni,-97.097228,32.083486,America/Chicago
INK,Winkler Co,-103.201361,31.779628,America/Chicago
INL,Falls Intl,-93.403067,48.566186,America/Chicago
INS,Creech Afb,-115.673353,36.587183,America/Los_Angeles
INT,Smith Reynolds,-80.222,36.133722,America/New_York
INW,Winslow-Lindbergh Regional Airport,-110.7225278,35.0219167,America/Phoenix
IOW,Iowa City Municipal Airport,-91.546503,41.639244,America/Chicago
IPL,Imperial Co,-115.578744,32.834219,America/Los_Angeles
IPT,Williamsport Rgnl,-76.921094,41.241836,America/New_York
IRC,Circle City Airport,-144.076111,65.827778,America/Anchorage
IRK,Kirksville Regional Airport,-92.5449,40.0935,America/Chicago
ISM,Kissimmee Gateway Airport,-81.437083,28.289806,America/New_York
ISN,Sloulin Fld Intl,-103.642347,48.177939,America/Chicago
ISO,Kinston Regional Jetport,-77.608889,35.331389,America/New_York
ISP,Long Island Mac Arthur,-73.100222,40.79525,America/New_York
ISW,Alexander Field South Wood County Airport,-89.8381412,44.3606456,America/Chicago
ITH,Ithaca Tompkins Rgnl,-76.458444,42.491028,America/New_York
ITO,Hilo Intl,-155.048469,19.721375,Pacific/Honolulu
IWD,Gogebic Iron County Airport,-90.1313967,46.5274747,America/Chicago
IWS,West Houston,-95.672611,29.818194,America/Chicago
IYK,Inyokern Airport,-117.829444,35.658889,America/Los_Angeles
IZG,Eastern Slopes Regional,-70.9478889,43.9911389,America/New_York
JAC,Jackson Hole Airport,-110.73775,43.607333333,America/Denver
JAN,Jackson Evers Intl,-90.075889,32.311167,America/Chicago
JAX,Jacksonville Intl,-81.687861,30.494056,America/New_York
JBR,Jonesboro Muni,-90.646417,35.831708,America/Chicago
JCI,New Century AirCenter Airport,-94.8903056,38.8309167,America/Chicago
JEF,Jefferson City Memorial Airport,-92.1561,38.5912,America/Chicago
JES,Jesup-Wayne County Airport,-81.8825,31.553889,America/New_York
JFK,John F Kennedy Intl,-73.778925,40.639751,America/New_York
JGC,Grand Canyon Heliport,-112.13333333,35.96666666,America/Phoenix
JHM,Kapalua,-156.673031,20.962936,Pacific/Honolulu
JHW,Chautauqua County-Jamestown,-79.258056,42.153333,America/New_York
JKA,Jack Edwards Airport,-87.6717778,30.2896389,America/Chicago
JLN,Joplin Rgnl,-94.498269,37.151814,America/Chicago
JMS,Jamestown Regional Airport,-98.6782,46.9297,America/Chicago
JNU,Juneau Intl,-134.576278,58.354972,America/Anchorage
JOT,Regional Airport,-88.175556,41.517778,America/Chicago
JRA,West 30th St. Heliport,-74.0071,40.7545,America/New_York
JRB,Wall Street Heliport,-74.009028,40.701214,America/New_York
JST,John Murtha Johnstown-Cambria County Airport,-78.833889,40.316111,America/New_York
JVL,Southern Wisconsin Regional Airport,-89.0415556,42.62025,America/Chicago
JXN,Reynolds Field,-84.460556,42.260556,America/New_York
JYL,Plantation Airpark,-81.5971111,32.6452778,America/New_York
JYO,Leesburg Executive Airport,-77.558,39.078,America/New_York
JZP,Pickens County Airport,-84.4572222,34.4534722,America/New_York
K03,Wainwright As,-159.86035,70.613378,America/Anchorage
K27,Burrello-Mechanicville Airport,-73.668450000000007,42.893133,America/New_York
K83,Sabetha Municipal,-95.4677,39.5425,America/Chicago
KAE,Kake Seaplane Base,-133.945556,56.973056,America/Anchorage
KAL,Kaltag Airport,-158.741,64.3191,America/Anchorage
KBC,Birch Creek Airport,-145.815319,66.256708,America/Anchorage
KBW,Chignik Bay Seaplane Base,-158.401398,56.295556,America/Anchorage
KCC,Coffman Cove Seaplane Base,-132.833889,56.014722,America/Anchorage
KCL,Chignik Lagoon Airport,-158.534167,56.311111,America/Anchorage
KCQ,Chignik Lake Airport,-158.775278,56.255,America/Anchorage
KEH,Kenmore Air Harbor Inc Seaplane Base,-122.259,47.7548,America/Los_Angeles
KEK,Ekwok Airport,-157.471111,59.356944,America/Anchorage
KFP,False Pass Airport,-163.410278,54.8475,America/Anchorage
KGK,Koliganek Airport,-157.259444,59.726667,America/Anchorage
KGX,Grayling Airport,-160.065,62.894444,America/Anchorage
KKA,Koyuk Alfred Adams Airport,-161.154167,64.939444,America/Anchorage
KKB,Kitoi Bay Seaplane Base,-152.370556,58.190833,America/Anchorage
KKH,Kongiganak Airport,-162.881111,59.960833,America/Anchorage
KLG,Kalskag Airport,-160.341,61.5363,America/Anchorage
KLL,Levelock Airport,-156.858611,59.128056,America/Anchorage
KLN,Larsen Bay Airport,-153.976667,57.535,America/Anchorage
KLS,Kelso Longview,-122.898389,46.118,America/Los_Angeles
KLW,Klawock Airport,-133.076111,55.579167,America/Anchorage
KMO,Manokotak Airport,-159.05,58.990278000000004,America/Anchorage
KMY,Moser Bay Seaplane Base,-154.145833,57.025556,America/Anchorage
KNW,New Stuyahok Airport,-157.328,59.4499,America/Anchorage
KOA,Kona Intl At Keahole,-156.045631,19.738767,Pacific/Honolulu
KOT,Kotlik Airport,-163.532778,63.030556,America/Anchorage
KOY,Olga Bay Seaplane Base,-154.229722,57.161389,America/Anchorage
KOZ,Ouzinkie Airport,-152.500511,57.922876,America/Anchorage
KPB,Point Baker Seaplane Base,-133.6225,56.351944,America/Anchorage
KPC,Port Clarence Coast Guard Station,-166.859,65.2537,America/Anchorage
KPN,Kipnuk Airport,-164.030556,59.933056,America/Anchorage
KPR,Port Williams Seaplane Base,-152.582222,58.49,America/Anchorage
KPV,Perryville Airport,-159.160833,55.906667,America/Anchorage
KPY,Port Bailey Seaplane Base,-153.040556,57.93,America/Anchorage
KQA,Akutan Seaplane Base,-165.785,54.1325,America/Anchorage
KSM,St Marys Airport,-163.302,62.0605,America/Anchorage
KTB,Thorne Bay Seaplane Base,-132.536667,55.688056,America/Anchorage
KTN,Ketchikan Intl,-131.71375,55.355556,America/Anchorage
KTS,Brevig Mission Airport,-166.465833,65.331389,America/Anchorage
KUK,Kasigluk Airport,-162.524444,60.873333,America/Anchorage
KVC,King Cove Airport,-162.266,55.1163,America/Anchorage
KVL,Kivalina Airport,-164.563,67.7362,America/Anchorage
KWK,Kwigillingok Airport,-163.168611,59.876389,America/Anchorage
KWN,Quinhagak Airport,-161.845278,59.755,America/Anchorage
KWP,West Point Village Seaplane Base,-153.548889,57.77,America/Anchorage
KWT,Kwethluk Airport,-161.443611,60.790278,America/Anchorage
KYK,Karuluk Airport,-154.450278,57.566944,America/Anchorage
KYU,Koyukuk Airport,-157.730556,64.875833,America/Anchorage
KZB,Zachar Bay Seaplane Base,-153.75,57.55,America/Anchorage
L06,Furnace Creek,-116.515,36.273,America/Los_Angeles
L35,Big Bear City,-116.8560278,34.2637778,America/Los_Angeles
L52,Oceano County Airport,-120.62236111,35.10147222,America/Los_Angeles
LAA,Lamar Muni,-102.6885,38.069694,America/Denver
LAF,Purude University Airport,-86.9368889,40.4123056,America/New_York
LAL,Lakeland Linder Regional Airport,-82.0185556,27.9889167,America/New_York
LAM,Los Alamos Airport,-106.2694153,35.8798019,America/Denver
LAN,Capital City,-84.587357,42.7787,America/New_York
LAR,Laramie Regional Airport,-105.675,41.3121,America/Denver
LAS,Mc Carran Intl,-115.15225,36.080056,America/Los_Angeles
LAW,Lawton-Fort Sill Regional Airport,-98.4166367,34.5677144,America/Chicago
LAX,Los Angeles Intl,-118.408075,33.942536,America/Los_Angeles
LBB,Lubbock Preston Smith Intl,-101.822778,33.663639,America/Chicago
LBE,Arnold Palmer Regional Airport,-79.4048,40.2759,America/New_York
LBF,North Platte Regional Airport Lee Bird Field,-100.684,41.1262,America/Chicago
LBL,Liberal Muni,-100.95986,37.044222,America/Chicago
LBT,Municipal Airport,-79.0595556,34.6098056,America/New_York
LCH,Lake Charles Rgnl,-93.223335,30.126112,America/Chicago
LCK,Rickenbacker Intl,-82.927822,39.813786,America/New_York
LCQ,Lake City Municipal Airport,-82.576944,30.181944,America/New_York
LDJ,Linden Airport,-74.2445942,40.6174472,America/New_York
LEB,Lebanon Municipal Airport,-72.3042,43.6261,America/New_York
LEW,Lewiston Maine,-70.2835075,44.0484728,America/New_York
LEX,Blue Grass,-84.605889,38.0365,America/New_York
LFI,Langley Afb,-76.360547,37.082881,America/New_York
LFK,Angelina Co,-94.75,31.234014,America/Chicago
LFT,Lafayette Rgnl,-91.987611,30.205278,America/Chicago
LGA,La Guardia,-73.872608,40.777245,America/New_York
LGB,Long Beach,-118.151611,33.817722,America/Los_Angeles
LGC,LaGrange-Callaway Airport,-85.0726111,33.0088611,America/New_York
LGU,Logan-Cache,-111.852,41.791,America/Denver
LHD,Lake Hood Seaplane Base,-149.9653918,61.1866382,America/Anchorage
LHM,Lincoln Regional Airport Karl Harder Field,-121.3513333,38.9091667,America/Los_Angeles
LHV,William T. Piper Mem.,-77.4223056,41.1357778,America/New_York
LHX,La Junta Muni,-103.509431,38.049719,America/Denver
LIH,Lihue,-159.338958,21.975983,Pacific/Honolulu
LIT,Adams Fld,-92.224306,34.729444,America/Chicago
LIV,Livingood Airport,-148.541111,65.531111,America/Anchorage
LKE,Kenmore Air Harbor Seaplane Base,-122.339,47.629,America/Los_Angeles
LKK,Kulik Lake Airport,-155.108089,58.96591,America/Anchorage
LKP,Lake Placid Airport,-73.961944,44.264444,America/New_York
LMT,Klamath Falls Airport,-121.733,42.1561,America/Los_Angeles
LNA,Palm Beach Co Park,-80.085056,26.593,America/New_York
LNK,Lincoln,-96.75925,40.850971,America/Chicago
LNN,Lost Nation Municipal Airport,-81.38975,41.6840278,America/New_York
LNR,Tri-County Regional Airport,-90.181667,43.211667,America/Chicago
LNS,Lancaster Airport,-76.2961,40.1217,America/New_York
LNY,Lanai,-156.951419,20.785611,Pacific/Honolulu
LOT,Lewis University Airport,-88.083003,41.606326,America/Chicago
LOU,Bowman Fld,-85.663722,38.228,America/New_York
LOZ,London-Corbin Airport-MaGee Field,-84.0773889,37.0868889,America/New_York
LPC,Lompoc Airport,-120.4675,34.6656,America/Los_Angeles
LPR,Lorain County Regional Airport,-82.1776389,41.3442778,America/New_York
LPS,Lopez Island Airport,-122.938,48.4839,America/Los_Angeles
LRD,Laredo Intl,-99.461556,27.54375,America/Chicago
LRF,Little Rock Afb,-92.149722,34.916944,America/Chicago
LRU,Las Cruces Intl,-106.921972,32.289417,America/Denver
LSE,La Crosse Municipal,-91.256711,43.878986,America/Chicago
LSF,Lawson Aaf,-84.991283,32.337322,America/New_York
LSV,Nellis Afb,-115.034253,36.236197,America/Los_Angeles
LTS,Altus Afb,-99.266681,34.667067,America/Chicago
LUF,Luke Afb,-112.38306,33.535,America/Phoenix
LUK,Cincinnati Muni Lunken Fld,-84.418611,39.103333,America/New_York
LUP,Kalaupapa Airport,-156.974,21.211,Pacific/Honolulu
LUR,Cape Lisburne Lrrs,-166.110022,68.875133,America/Anchorage
LVK,Livermore Municipal,-121.49133,37.41362,America/Los_Angeles
LVM,Mission Field Airport,-110.4483056,45.6993889,America/Denver
LVS,Las Vegas Muni,-105.142389,35.654222,America/Denver
LWA,South Haven Area Regional Airport,-86.2556389,42.3511944,America/New_York
LWB,Greenbrier Valley Airport,-80.399444,37.858333,America/New_York
LWC,Lawrence Municipal,-95.2175,39.009167,America/Chicago
LWM,Lawrence Municipal Airport,-71.1234167,42.7171944,America/New_York
LWS,Lewiston Nez Perce Co,-117.015389,46.3745,America/Los_Angeles
LWT,Lewistown Municipal Airport,-109.467,47.0493,America/Denver
LXY,Mexia - Limestone County Airport,-96.5144594,31.6411783,America/Chicago
LYH,Lynchburg Regional Preston Glenn Field,-79.2004,37.3267,America/New_York
LYU,Ely Municipal,-91.830833,47.824444,America/Chicago
LZU,Gwinnett County Airport-Briscoe Field,-83.9623772,33.9780761,America/New_York
M94,Desert Aire,-119.5518,46.4124,America/Los_Angeles
MAE,Madera Municipal Airport,-120.1124444,36.9886111,America/Los_Angeles
MAF,Midland Intl,-102.201914,31.942528,America/Chicago
MBL,Manistee County-Blacker Airport,-86.246944,44.2725,America/New_York
MBS,Mbs Intl,-84.079647,43.532913,America/New_York
MCC,Mc Clellan Afld,-121.400611,38.667639,America/Los_Angeles
MCD,Mackinac Island Airport,-84.637344,45.8649344,America/New_York
MCE,Merced Municipal Airport,-120.513889,37.284722,America/Los_Angeles
MCF,Macdill Afb,-82.521214,27.849339,America/New_York
MCG,McGrath Airport,-155.606,62.9529,America/Anchorage
